species,bill_length_mm
Chinstrap,35.7
Chinstrap,41.9
Chinstrap,40.9
Chinstrap,40.9
Chinstrap,38.8
Chinstrap,40.3
Chinstrap,39.4
Chinstrap,37.3
Chinstrap,37.2
Chinstrap,33.0
Chinstrap,46.6
Chinstrap,41.4
Chinstrap,37.7
Chinstrap,46.4
Chinstrap,46.0
Chinstrap,44.4
Chinstrap,43.2
Chinstrap,54.0
Chinstrap,47.2
Gentoo,47.0
Gentoo,66.2
Gentoo,51.1
Gentoo,56.8
Gentoo,45.8
Gentoo,57.4
Gentoo,66.1
Gentoo,61.3
Gentoo,51.4
Gentoo,48.9
Gentoo,52.4
Gentoo,51.7
Gentoo,52.9
Gentoo,58.4
Gentoo,52.8
Gentoo,47.7
Gentoo,59.8
Gentoo,66.1
Gentoo,51.2
Gentoo,57.2
Gentoo,57.8
Gentoo,59.0
Gentoo,56.0
Gentoo,52.2
Gentoo,50.8
Gentoo,47.1
Gentoo,62.2
Gentoo,47.7
Gentoo,59.3
Gentoo,65.0
Gentoo,59.5
Gentoo,57.2
Gentoo,62.8
Gentoo,58.2
Gentoo,63.4
Gentoo,58.5
Gentoo,48.1
Gentoo,45.4
Gentoo,45.5
Gentoo,49.7
Gentoo,60.6
Gentoo,65.0
Gentoo,51.9
Gentoo,57.9
Gentoo,64.0
Gentoo,68.8
Gentoo,58.0
Gentoo,58.9
Gentoo,69.4
Gentoo,56.9
Gentoo,63.1
Gentoo,50.8
Gentoo,61.9
Gentoo,72.0
Gentoo,78.7
Gentoo,60.8
Gentoo,45.1
Gentoo,70.4
Gentoo,60.1
Gentoo,61.2
Gentoo,83.8
Gentoo,61.9
Gentoo,64.9
Gentoo,63.8
Gentoo,64.9
Gentoo,52.5
Gentoo,60.5
Gentoo,73.5
Gentoo,46.9
Gentoo,70.1
Gentoo,80.5
Gentoo,70.8
Gentoo,76.2
Gentoo,67.2
Gentoo,68.3
Gentoo,67.1
Gentoo,59.3
Gentoo,46.1
Gentoo,64.6
Gentoo,64.3
Gentoo,64.0
Gentoo,51.2
Gentoo,61.8
Gentoo,56.9
Gentoo,86.5
Gentoo,77.0
Gentoo,61.6
Gentoo,50.6
Gentoo,71.1
Gentoo,46.6
Gentoo,59.3
Gentoo,56.7
Gentoo,74.2
Gentoo,63.8
Gentoo,57.3
Gentoo,57.6
Gentoo,64.6
Gentoo,62.3
Gentoo,67.4
Gentoo,53.2
Gentoo,41.8
Gentoo,50.9
Gentoo,59.1
Gentoo,29.8
Gentoo,30.3
Gentoo,30.6
Gentoo,28.2
Gentoo,40.5
Gentoo,38.3
Gentoo,36.4
Gentoo,36.8
Gentoo,36.2
Gentoo,28.2
Gentoo,40.6
Gentoo,31.1
Gentoo,32.4
Gentoo,21.1
Gentoo,31.5
Gentoo,31.8
Gentoo,30.8
Gentoo,27.3
Gentoo,30.1
Gentoo,31.3
Gentoo,30.3
Gentoo,30.0
Gentoo,29.4
Gentoo,31.4
Gentoo,33.2
Gentoo,43.6
Gentoo,24.4
Gentoo,28.4
Gentoo,28.3
Gentoo,33.0
Gentoo,30.2
Gentoo,25.4
Gentoo,39.4
Gentoo,25.2
Gentoo,22.0
Gentoo,29.4
Gentoo,29.7
Gentoo,24.7
Gentoo,30.3
Gentoo,44.8
Gentoo,21.6
Gentoo,44.8
Gentoo,40.6
Gentoo,24.7
Gentoo,35.7
Gentoo,36.6
Gentoo,32.2
Gentoo,29.5
Gentoo,39.0
Gentoo,37.5
Gentoo,30.6
Gentoo,28.3
Gentoo,30.3
Gentoo,28.0
Gentoo,29.0
Gentoo,28.7
Gentoo,32.7
Gentoo,28.9
Gentoo,31.4
Gentoo,31.1
Gentoo,27.6
Gentoo,34.3
Gentoo,37.4
Gentoo,30.9
Gentoo,34.2
Gentoo,37.3
Gentoo,41.2
Gentoo,31.9
Gentoo,33.0
Gentoo,27.4
Gentoo,27.6
Gentoo,35.6
Gentoo,28.1
Gentoo,26.6
Gentoo,27.0
Gentoo,33.2
Gentoo,39.8
Gentoo,30.8
Gentoo,32.8
Gentoo,29.5
Gentoo,31.8
Gentoo,30.5
Gentoo,34.3
Gentoo,43.0
Gentoo,34.0
Gentoo,40.9
Gentoo,39.7
Gentoo,34.8
Gentoo,39.8
Gentoo,36.2
Gentoo,27.9
Gentoo,34.8
Gentoo,36.0
Gentoo,43.8
Gentoo,30.3
Gentoo,37.3
Gentoo,28.8
Gentoo,42.7
Gentoo,41.1
Gentoo,32.4
Gentoo,44.9
Gentoo,47.6
Gentoo,37.2
Gentoo,33.4
Gentoo,36.1
Gentoo,33.1
Gentoo,33.4
Gentoo,38.6
Gentoo,31.9
Gentoo,48.2
Gentoo,43.4
Gentoo,42.3
Gentoo,38.2
Gentoo,32.1
Gentoo,42.3
Gentoo,42.6
Gentoo,39.2
Gentoo,40.7
Gentoo,40.0
Gentoo,43.4
Gentoo,35.5
Gentoo,41.2
Gentoo,42.7
Gentoo,42.4
Gentoo,37.5
Gentoo,36.0
Gentoo,31.0
Gentoo,38.6
Gentoo,47.7
Gentoo,38.4
Gentoo,31.9
Gentoo,52.3
Gentoo,35.2
Gentoo,58.4
Gentoo,57.1
Gentoo,37.3
Gentoo,64.0
Gentoo,58.0
Gentoo,37.5
Gentoo,46.5
Gentoo,48.5
Gentoo,58.8
Gentoo,34.2
Adelie,40.8
Adelie,48.7
Adelie,50.3
Adelie,57.7
Adelie,53.4
Adelie,57.4
Adelie,35.6
Adelie,42.4
Adelie,53.3
Adelie,51.7
Adelie,58.9
Adelie,44.0
Adelie,39.5
Adelie,65.8
Adelie,53.1
Adelie,51.8
Adelie,36.5
Adelie,45.4
Adelie,47.0
Adelie,38.3
Adelie,46.3
Adelie,50.4
Adelie,45.2
Adelie,48.2
Adelie,49.5
Adelie,39.5
Adelie,51.6
Adelie,48.5
Adelie,56.3
Adelie,58.2
Adelie,64.7
Adelie,63.7
Adelie,46.5
Adelie,59.6
Adelie,62.5
Adelie,50.9
Adelie,44.1
Adelie,64.0
Adelie,62.3
Adelie,53.7
Adelie,69.0
Adelie,48.6
Adelie,52.0
Adelie,71.2
Adelie,60.1
Adelie,55.0
Adelie,51.2
Adelie,49.3
Adelie,44.8
Adelie,54.4
Adelie,41.5
Adelie,53.0
Adelie,59.6
Adelie,55.9
Adelie,56.3
Adelie,35.5
Adelie,28.7
Adelie,25.4
Adelie,30.4
Adelie,33.0
Adelie,26.5
Adelie,23.9
Adelie,31.3
Adelie,26.2
Adelie,24.1
Adelie,29.0
Adelie,35.7
Adelie,22.8
Adelie,21.8
Adelie,21.7
Adelie,27.0
Adelie,27.1
Adelie,30.1
Adelie,30.9
Adelie,24.3
Adelie,24.5
Adelie,23.1
Adelie,31.4
Adelie,30.9
Adelie,35.9
Adelie,24.5
Adelie,31.6
Adelie,37.4
Adelie,28.2
Adelie,22.3
Adelie,30.9
Adelie,29.5
Adelie,27.3
Adelie,29.6
Adelie,32.8
Adelie,38.4
Adelie,23.8
Adelie,33.8
Adelie,38.0
Adelie,25.4
Adelie,27.3
Adelie,25.9
Adelie,18.8
Adelie,33.5
Adelie,24.0
Adelie,37.5
Adelie,20.8
Adelie,28.0
Adelie,25.0
Adelie,35.3
Adelie,32.1
Adelie,30.2
Adelie,34.2
Adelie,21.7
Adelie,32.9
Adelie,36.9
Adelie,24.3
Adelie,28.7
Adelie,20.8
Adelie,28.4
Adelie,27.3
Adelie,39.1
Adelie,28.2
Adelie,32.0
Adelie,37.3
Adelie,19.6
Adelie,31.2
Adelie,25.0
Adelie,25.1
Adelie,28.7
Adelie,27.8
Adelie,39.1
Adelie,48.6
Adelie,37.3
Adelie,27.4
Adelie,28.3
Adelie,37.9
Adelie,31.3
Adelie,27.2
Adelie,42.2
Adelie,40.0
Adelie,25.7
Adelie,35.2
Adelie,37.5
Adelie,34.6
Adelie,38.0
Adelie,27.4
Adelie,26.4
Adelie,38.4
Adelie,32.8
Adelie,36.1
Adelie,41.8
Adelie,39.1
Adelie,51.8
Adelie,53.8
Adelie,47.2
Adelie,55.5
Adelie,44.1
Adelie,48.3
Adelie,56.2
Adelie,51.7
Adelie,66.0
Adelie,46.6
Adelie,54.9
Adelie,48.3
Adelie,66.4
Adelie,33.3
Adelie,55.4
Adelie,65.0
Adelie,35.8
Adelie,53.7
Adelie,48.6
Adelie,65.9
Adelie,78.4
Adelie,46.7
Adelie,50.7
Adelie,30.0
Adelie,37.0
Adelie,41.4
Adelie,26.2
Adelie,19.6
Adelie,23.6
Adelie,28.4
Adelie,31.3
Adelie,29.8
Adelie,26.6
Adelie,25.2
Adelie,31.8
Adelie,27.1
Adelie,30.8
Adelie,21.2
Adelie,21.3
Adelie,32.4
Adelie,34.0
Adelie,27.9
Adelie,35.4
Adelie,25.6
Adelie,24.2
Adelie,22.0
Adelie,28.4
Adelie,31.8
Adelie,25.7
Adelie,30.6
Adelie,35.8
Adelie,32.4
Adelie,29.9
Adelie,30.2
Adelie,27.6
Adelie,33.5
Adelie,31.0
Adelie,18.4
Adelie,35.0
Adelie,23.8
Adelie,36.0
Adelie,26.2
Adelie,27.3
Adelie,35.2
Adelie,30.1
Adelie,18.8
Adelie,27.6
Adelie,29.0
Adelie,30.2
Adelie,28.6
Adelie,37.0
Adelie,29.6
Adelie,27.8
Adelie,25.8
Adelie,23.4
Adelie,29.5
Adelie,33.7
Adelie,28.3
Adelie,22.4
Adelie,25.2
Adelie,31.3
Adelie,29.2
Adelie,23.5
Adelie,25.9
Adelie,28.4
Adelie,27.6
Adelie,34.2
Adelie,33.6
Adelie,31.7
Adelie,48.1
Adelie,28.1
Adelie,27.1
Adelie,30.6
Adelie,33.9
Adelie,30.9
Adelie,24.5
Adelie,33.8
Adelie,34.7
Adelie,25.6
Adelie,34.8
Adelie,30.6
Adelie,32.4
Adelie,32.5
Adelie,31.4
Adelie,30.9
Adelie,33.4
Adelie,31.6
Adelie,32.7
Adelie,36.3
Adelie,35.2
Adelie,35.0
Adelie,37.7
Adelie,32.9
Adelie,27.6
Adelie,31.1
Adelie,33.7
Adelie,27.8
Adelie,30.5
Adelie,39.3
Adelie,27.7
Adelie,32.4
Adelie,32.2
Adelie,31.8
Adelie,42.7
Adelie,33.4
Adelie,33.6
Adelie,32.7
Adelie,56.7
Adelie,46.1
Adelie,34.4
Adelie,54.2
Adelie,50.6
Adelie,42.2
Adelie,44.4
Adelie,56.3
Adelie,41.1
Adelie,50.0
Adelie,49.0
Adelie,58.1
Adelie,45.5
Adelie,49.6
Adelie,55.0
Adelie,44.4
Adelie,61.6
Adelie,51.5
Adelie,53.9
Adelie,50.2
Adelie,51.5
Adelie,45.4
Adelie,44.1
Adelie,46.9
Adelie,37.2
Adelie,42.1
Adelie,48.7
Adelie,71.3
Adelie,52.9
Adelie,46.5
Adelie,48.1
Adelie,62.0
Adelie,44.4
Adelie,63.9
Adelie,50.7
Adelie,38.2
Adelie,57.7
Adelie,57.7
Adelie,58.4
Adelie,55.4
Adelie,44.1
Adelie,59.5
Adelie,56.3
Adelie,41.3
Adelie,62.8
Adelie,51.0
Adelie,51.5
Adelie,55.9
Adelie,28.2
Adelie,31.3
Adelie,27.3
Adelie,31.2
Adelie,32.9
Adelie,27.8
Adelie,27.9
Adelie,29.8
Adelie,25.2
Adelie,28.1
Adelie,27.0
Adelie,25.3
Adelie,24.1
Adelie,25.2
Adelie,26.2
Adelie,18.0
Adelie,27.9
Adelie,30.2
Adelie,27.7
Adelie,34.5
Adelie,27.4
Adelie,26.0
Adelie,24.6
Adelie,38.4
Adelie,13.6
Adelie,38.9
Adelie,27.2
Adelie,30.1
Adelie,33.3
Adelie,32.1
Adelie,30.2
Adelie,38.8
Adelie,34.5
Adelie,27.2
Adelie,40.4
Adelie,29.0
Adelie,26.1
Adelie,26.6
Adelie,28.7
Adelie,24.6
Adelie,32.3
Adelie,36.6
Adelie,31.2
Adelie,25.3
Adelie,35.9
Adelie,29.6
Adelie,27.8
Adelie,38.5
Adelie,24.9
Adelie,31.9
Adelie,30.6
Adelie,25.5
Adelie,36.1
Adelie,38.5
Adelie,28.0
Adelie,30.6
Adelie,26.9
Adelie,23.7
Adelie,24.4
Adelie,24.5
Adelie,36.2
Adelie,32.2
Adelie,25.2
Adelie,28.0
Adelie,22.8
Adelie,32.8
Adelie,21.7
Adelie,38.5
Adelie,34.6
Adelie,34.4
Adelie,30.7
Adelie,39.9
Adelie,37.5
Adelie,21.8
Adelie,37.4
Adelie,35.4
Adelie,30.9
Adelie,32.4
Adelie,35.1
Adelie,43.1
Adelie,29.2
Adelie,39.4
Adelie,36.6
Adelie,27.5
Adelie,46.0
Adelie,48.2
Adelie,36.3
Chinstrap,62.9
Chinstrap,45.8
Chinstrap,50.5
Chinstrap,54.0
Chinstrap,67.0
Chinstrap,44.2
Chinstrap,63.9
Chinstrap,60.7
Chinstrap,55.3
Chinstrap,45.0
Chinstrap,63.3
Chinstrap,57.5
Chinstrap,70.0
Chinstrap,49.8
Chinstrap,60.3
Chinstrap,50.4
Chinstrap,58.5
Chinstrap,61.8
Chinstrap,51.8
Chinstrap,60.4
Chinstrap,53.8
Chinstrap,50.6
Chinstrap,64.0
Chinstrap,75.5
Chinstrap,62.7
Chinstrap,68.2
Chinstrap,25.3
Chinstrap,27.5
Chinstrap,29.2
Chinstrap,24.4
Chinstrap,30.0
Chinstrap,20.4
Chinstrap,34.7
Chinstrap,40.1
Chinstrap,29.6
Chinstrap,29.8
Chinstrap,32.0
Chinstrap,24.9
Chinstrap,28.6
Chinstrap,33.9
Chinstrap,35.7
Chinstrap,27.8
Chinstrap,25.2
Chinstrap,25.5
Chinstrap,27.9
Chinstrap,23.8
Chinstrap,27.0
Chinstrap,35.7
Chinstrap,22.3
Chinstrap,26.4
Chinstrap,29.9
Chinstrap,30.3
Chinstrap,27.5
Chinstrap,28.5
Chinstrap,25.3
Chinstrap,35.5
Chinstrap,26.7
Chinstrap,24.7
Chinstrap,28.7
Chinstrap,30.1
Chinstrap,32.9
Chinstrap,21.7
Chinstrap,28.4
Chinstrap,30.9
Chinstrap,26.8
Chinstrap,23.6
Chinstrap,26.4
Chinstrap,33.2
Chinstrap,28.4
Chinstrap,33.2
Chinstrap,28.6
Chinstrap,22.0
Chinstrap,31.2
Chinstrap,28.6
Chinstrap,42.5
Chinstrap,30.9
Chinstrap,30.6
Chinstrap,23.6
Chinstrap,23.3
Chinstrap,27.0
Chinstrap,37.5
Chinstrap,17.0
Chinstrap,29.0
Chinstrap,30.0
Chinstrap,29.3
Chinstrap,35.4
Chinstrap,22.3
Chinstrap,30.7
Chinstrap,35.7
Chinstrap,40.6
Chinstrap,28.3
Chinstrap,19.8
Chinstrap,26.1
Chinstrap,27.7
Chinstrap,33.2
Chinstrap,29.0
Chinstrap,26.8
Chinstrap,31.3
Chinstrap,32.2
Chinstrap,27.8
Chinstrap,34.9
Chinstrap,24.5
Chinstrap,27.1
Chinstrap,30.5
Chinstrap,40.5
Chinstrap,39.5
Chinstrap,31.2
Chinstrap,23.3
Chinstrap,40.4
Chinstrap,27.8
Chinstrap,28.8
Chinstrap,20.8
Chinstrap,31.9
Chinstrap,22.1
Chinstrap,28.4
Chinstrap,29.0
Chinstrap,31.0
Chinstrap,29.7
Chinstrap,35.8
Chinstrap,38.8
Chinstrap,29.5
Chinstrap,31.6
Chinstrap,22.7
Chinstrap,28.7
Chinstrap,39.9
Chinstrap,30.8
Chinstrap,32.9
Chinstrap,29.1
Chinstrap,33.8
Chinstrap,31.3
Chinstrap,37.0
Chinstrap,41.6
Chinstrap,31.3
Chinstrap,27.0
Chinstrap,35.4
Chinstrap,29.8
Chinstrap,32.1
Chinstrap,29.6
Chinstrap,35.3
Chinstrap,40.8
Chinstrap,35.3
Chinstrap,34.8
Chinstrap,30.2
Chinstrap,30.4
Chinstrap,30.5
Chinstrap,35.4
Chinstrap,31.9
Chinstrap,28.2
Chinstrap,44.8
Chinstrap,34.1
Chinstrap,44.8
Chinstrap,43.9
Chinstrap,58.8
Chinstrap,34.0
Chinstrap,40.2
Chinstrap,37.2
Chinstrap,45.9
Gentoo,51.9
Gentoo,51.9
Gentoo,64.3
Gentoo,75.2
Gentoo,54.7
Gentoo,67.5
Gentoo,42.3
Gentoo,53.8
Gentoo,52.0
Gentoo,57.7
Gentoo,55.9
Gentoo,59.8
Gentoo,56.7
Gentoo,50.9
Gentoo,57.7
Gentoo,60.2
Gentoo,50.7
Gentoo,50.1
Gentoo,57.6
Gentoo,61.9
Gentoo,62.1
Gentoo,72.8
Gentoo,44.9
Gentoo,63.2
Gentoo,54.7
Gentoo,65.0
Gentoo,54.2
Gentoo,64.1
Gentoo,41.5
Gentoo,53.4
Gentoo,62.8
Gentoo,56.9
Gentoo,44.0
Gentoo,53.5
Gentoo,48.9
Gentoo,57.0
Gentoo,50.3
Gentoo,67.4
Gentoo,71.0
Gentoo,54.6
Gentoo,70.7
Gentoo,55.8
Gentoo,62.8
Gentoo,61.5
Gentoo,61.4
Gentoo,48.6
Gentoo,67.1
Gentoo,58.3
Gentoo,58.3
Gentoo,53.6
Gentoo,53.9
Gentoo,56.9
Gentoo,56.9
Gentoo,49.0
Gentoo,52.6
Gentoo,43.4
Gentoo,56.7
Gentoo,57.2
Gentoo,63.3
Gentoo,52.4
Gentoo,60.4
Gentoo,67.6
Gentoo,66.5
Gentoo,61.7
Gentoo,75.3
Gentoo,65.0
Gentoo,67.6
Gentoo,38.6
Gentoo,54.4
Gentoo,52.6
Gentoo,62.3
Gentoo,70.2
Gentoo,69.8
Gentoo,63.6
Gentoo,57.2
Gentoo,80.9
Gentoo,68.5
Gentoo,52.2
Gentoo,61.7
Gentoo,65.2
Gentoo,76.6
Gentoo,69.3
Gentoo,56.7
Gentoo,55.7
Gentoo,71.7
Gentoo,61.3
Gentoo,54.6
Gentoo,76.7
Gentoo,58.3
Gentoo,65.7
Gentoo,52.5
Gentoo,68.1
Gentoo,49.9
Gentoo,59.2
Gentoo,72.3
Gentoo,65.0
Gentoo,60.4
Gentoo,56.7
Gentoo,38.9
Gentoo,66.2
Gentoo,55.2
Gentoo,64.3
Gentoo,59.4
Gentoo,53.7
Gentoo,59.7
Gentoo,81.0
Gentoo,52.4
Gentoo,51.6
Gentoo,73.2
Gentoo,48.8
Gentoo,62.4
Gentoo,64.8
Gentoo,68.9
Gentoo,44.2
Gentoo,61.3
Gentoo,77.2
Gentoo,66.6
Gentoo,49.3
Gentoo,73.1
Gentoo,67.5
Gentoo,63.3
Gentoo,33.6
Gentoo,29.2
Gentoo,28.1
Gentoo,37.8
Gentoo,28.1
Gentoo,28.1
Gentoo,34.2
Gentoo,32.8
Gentoo,29.0
Gentoo,33.5
Gentoo,31.1
Gentoo,27.1
Gentoo,29.5
Gentoo,37.2
Gentoo,27.9
Gentoo,24.8
Gentoo,33.2
Gentoo,31.9
Gentoo,37.8
Gentoo,40.1
Gentoo,26.6
Gentoo,20.4
Gentoo,30.4
Gentoo,26.7
Gentoo,34.6
Gentoo,32.2
Gentoo,32.1
Gentoo,29.7
Gentoo,33.2
Gentoo,32.0
Gentoo,32.3
Gentoo,29.8
Gentoo,32.1
Gentoo,22.1
Gentoo,39.3
Gentoo,40.1
Gentoo,23.3
Gentoo,34.1
Gentoo,24.9
Gentoo,32.5
Gentoo,22.0
Gentoo,32.7
Gentoo,35.6
Gentoo,29.9
Gentoo,34.6
Gentoo,29.4
Gentoo,30.7
Gentoo,29.1
Gentoo,30.3
Gentoo,29.3
Gentoo,31.3
Gentoo,40.7
Gentoo,26.1
Gentoo,27.6
Gentoo,31.6
Gentoo,32.4
Gentoo,35.4
Gentoo,29.5
Gentoo,31.4
Gentoo,38.4
Gentoo,23.7
Gentoo,38.8
Gentoo,28.2
Gentoo,30.6
Gentoo,27.4
Gentoo,33.2
Gentoo,32.9
Gentoo,34.6
Gentoo,22.8
Gentoo,29.6
Gentoo,31.6
Gentoo,31.6
Gentoo,24.6
Gentoo,30.4
Gentoo,31.9
Gentoo,29.9
Gentoo,26.5
Gentoo,33.7
Gentoo,33.0
Gentoo,35.7
Gentoo,31.9
Gentoo,25.6
Gentoo,39.7
Gentoo,37.0
Gentoo,38.5
Gentoo,35.2
Gentoo,33.3
Gentoo,35.9
Gentoo,30.3
Gentoo,28.6
Gentoo,34.2
Gentoo,44.6
Gentoo,27.4
Gentoo,26.0
Gentoo,31.0
Gentoo,30.9
Gentoo,45.2
Gentoo,34.8
Gentoo,24.7
Gentoo,28.2
Gentoo,28.0
Gentoo,29.5
Gentoo,32.6
Gentoo,37.9
Gentoo,36.7
Gentoo,26.1
Gentoo,39.1
Gentoo,29.8
Gentoo,27.4
Gentoo,33.9
Gentoo,47.1
Gentoo,33.4
Gentoo,35.5
Gentoo,38.5
Gentoo,30.7
Gentoo,36.6
Gentoo,30.9
Gentoo,37.8
Gentoo,37.0
Gentoo,36.6
Gentoo,35.9
Gentoo,45.1
Gentoo,36.2
Gentoo,37.7
Gentoo,36.8
Gentoo,30.0
Gentoo,31.2
Gentoo,29.6
Gentoo,31.1
Gentoo,32.5
Gentoo,34.0
Gentoo,33.9
Gentoo,37.9
Gentoo,41.8
Gentoo,40.7
Gentoo,36.4
Gentoo,30.8
Gentoo,40.2
Gentoo,32.2
Gentoo,41.0
Gentoo,32.5
Gentoo,41.3
Gentoo,54.3
Gentoo,33.0
Gentoo,36.2
Gentoo,43.5
Gentoo,43.3
Gentoo,37.8
Gentoo,37.6
Gentoo,47.5
Gentoo,42.0
Gentoo,41.6
Gentoo,37.0
Gentoo,40.8
Gentoo,38.2
Gentoo,29.6
Gentoo,37.6
Gentoo,36.8
Gentoo,43.7
Gentoo,36.0
Gentoo,38.2
Gentoo,39.6
Gentoo,41.0
Gentoo,37.6
Gentoo,27.7
Gentoo,43.1
Gentoo,45.6
Gentoo,39.2
Gentoo,41.9
Gentoo,35.8
Gentoo,30.6
Gentoo,32.5
Gentoo,34.1
Gentoo,46.3
Gentoo,35.0
Gentoo,28.9
Gentoo,43.4
Gentoo,40.6
Gentoo,42.2
Gentoo,38.9
Gentoo,45.1
Gentoo,59.1
Gentoo,38.6
Gentoo,45.6
Gentoo,52.7
Gentoo,56.2
Gentoo,51.2
Gentoo,55.6
Gentoo,37.4
Adelie,34.6
Adelie,52.9
Adelie,65.2
Adelie,37.2
Adelie,45.0
Adelie,55.9
Adelie,53.8
Adelie,52.3
Adelie,50.6
Adelie,46.2
Adelie,42.6
Adelie,55.4
Adelie,61.7
Adelie,49.4
Adelie,40.3
Adelie,46.9
Adelie,58.7
Adelie,65.8
Adelie,56.3
Adelie,62.9
Adelie,38.0
Adelie,50.3
Adelie,35.1
Adelie,56.3
Adelie,56.5
Adelie,56.8
Adelie,63.4
Adelie,58.3
Adelie,64.0
Adelie,37.6
Adelie,63.2
Adelie,44.5
Adelie,56.1
Adelie,53.4
Adelie,46.6
Adelie,59.4
Adelie,35.7
Adelie,54.6
Adelie,61.3
Adelie,57.1
Adelie,55.7
Adelie,36.7
Adelie,51.4
Adelie,56.0
Adelie,24.8
Adelie,29.8
Adelie,30.5
Adelie,27.7
Adelie,34.7
Adelie,30.9
Adelie,23.2
Adelie,22.3
Adelie,26.9
Adelie,21.4
Adelie,23.8
Adelie,25.0
Adelie,24.0
Adelie,22.5
Adelie,26.9
Adelie,25.1
Adelie,16.3
Adelie,28.5
Adelie,33.1
Adelie,29.4
Adelie,33.2
Adelie,31.7
Adelie,21.0
Adelie,19.4
Adelie,26.9
Adelie,32.9
Adelie,28.8
Adelie,28.8
Adelie,20.5
Adelie,24.7
Adelie,31.9
Adelie,29.4
Adelie,20.9
Adelie,37.1
Adelie,35.1
Adelie,19.6
Adelie,37.9
Adelie,26.5
Adelie,35.7
Adelie,21.1
Adelie,19.1
Adelie,30.8
Adelie,24.5
Adelie,31.7
Adelie,30.2
Adelie,29.9
Adelie,27.2
Adelie,28.9
Adelie,32.5
Adelie,28.6
Adelie,28.1
Adelie,25.9
Adelie,35.0
Adelie,26.9
Adelie,39.3
Adelie,23.4
Adelie,35.9
Adelie,19.1
Adelie,29.2
Adelie,27.1
Adelie,32.2
Adelie,34.1
Adelie,39.7
Adelie,27.3
Adelie,26.3
Adelie,34.4
Adelie,29.3
Adelie,26.8
Adelie,27.8
Adelie,26.4
Adelie,21.7
Adelie,41.8
Adelie,24.5
Adelie,33.9
Adelie,35.8
Adelie,25.6
Adelie,32.3
Adelie,36.2
Adelie,30.3
Adelie,31.8
Adelie,31.8
Adelie,27.9
Adelie,32.8
Adelie,56.1
Adelie,38.6
Adelie,33.6
Adelie,40.9
Adelie,39.7
Adelie,45.4
Adelie,46.8
Adelie,54.6
Adelie,57.1
Adelie,49.1
Adelie,53.7
Adelie,44.3
Adelie,60.0
Adelie,65.3
Adelie,50.7
Adelie,50.4
Adelie,44.0
Adelie,54.5
Adelie,24.4
Adelie,19.5
Adelie,24.7
Adelie,33.8
Adelie,22.3
Adelie,29.1
Adelie,27.5
Adelie,35.7
Adelie,25.2
Adelie,19.1
Adelie,31.3
Adelie,28.7
Adelie,24.0
Adelie,26.6
Adelie,25.7
Adelie,26.4
Adelie,27.9
Adelie,20.8
Adelie,22.4
Adelie,27.1
Adelie,30.8
Adelie,27.7
Adelie,31.0
Adelie,25.1
Adelie,21.3
Adelie,25.2
Adelie,17.1
Adelie,25.3
Adelie,35.8
Adelie,19.2
Adelie,18.6
Adelie,28.1
Adelie,27.9
Adelie,26.9
Adelie,29.4
Adelie,24.8
Adelie,31.6
Adelie,28.4
Adelie,28.7
Adelie,37.6
Adelie,33.2
Adelie,32.2
Adelie,32.3
Adelie,23.2
Adelie,20.9
Adelie,24.4
Adelie,22.4
Adelie,26.0
Adelie,26.7
Adelie,30.5
Adelie,31.4
Adelie,20.0
Adelie,24.7
Adelie,23.8
Adelie,28.3
Adelie,31.9
Adelie,38.4
Adelie,36.7
Adelie,35.9
Adelie,32.4
Adelie,34.5
Adelie,28.6
Adelie,23.3
Adelie,27.2
Adelie,34.5
Adelie,25.6
Adelie,19.7
Adelie,38.2
Adelie,28.4
Adelie,28.0
Adelie,33.4
Adelie,30.4
Adelie,30.8
Adelie,34.2
Adelie,29.4
Adelie,24.4
Adelie,36.1
Adelie,27.1
Adelie,27.3
Adelie,31.2
Adelie,23.5
Adelie,31.2
Adelie,34.7
Adelie,37.9
Adelie,37.4
Adelie,29.7
Adelie,32.3
Adelie,33.9
Adelie,33.7
Adelie,33.1
Adelie,39.6
Adelie,23.8
Adelie,30.9
Adelie,32.9
Adelie,39.1
Adelie,34.5
Adelie,41.8
Adelie,29.7
Adelie,27.5
Adelie,33.6
Adelie,37.7
Adelie,32.2
Adelie,31.3
Adelie,33.4
Adelie,33.1
Adelie,43.6
Adelie,37.4
Adelie,38.8
Adelie,52.2
Adelie,36.6
Adelie,34.0
Adelie,50.8
Adelie,44.4
Adelie,56.0
Adelie,47.0
Adelie,60.3
Adelie,63.9
Adelie,38.6
Adelie,50.5
Adelie,46.6
Adelie,41.7
Adelie,48.4
Adelie,47.5
Adelie,51.6
Adelie,50.7
Adelie,50.0
Adelie,58.3
Adelie,46.4
Adelie,50.4
Adelie,35.2
Adelie,48.1
Adelie,45.0
Adelie,43.3
Adelie,47.1
Adelie,57.0
Adelie,41.4
Adelie,31.1
Adelie,45.1
Adelie,48.2
Adelie,48.8
Adelie,60.4
Adelie,65.1
Adelie,43.3
Adelie,53.8
Adelie,55.9
Adelie,68.3
Adelie,64.4
Adelie,54.6
Adelie,51.1
Adelie,24.5
Adelie,24.4
Adelie,35.3
Adelie,24.4
Adelie,41.0
Adelie,34.0
Adelie,29.2
Adelie,24.4
Adelie,24.0
Adelie,25.1
Adelie,20.1
Adelie,28.8
Adelie,23.4
Adelie,31.4
Adelie,41.6
Adelie,21.2
Adelie,32.2
